ts,equity,equity_unit,ret_1d,drawdown,benchmark_equity,benchmark_ret_1d
2026-03-04T05:00:00+00:00,1.0,index,0.0,0.0,,
2026-03-04T06:00:00+00:00,1.0,index,0.0,0.0,,
2026-03-04T07:00:00+00:00,1.004180065341255,index,0.0041800653412549585,0.0,,
2026-03-04T08:00:00+00:00,1.0178407141236894,index,0.013603784076107982,0.0,,
2026-03-04T09:00:00+00:00,1.0388944097348018,index,0.0206846663912816,0.0,,
2026-03-04T10:00:00+00:00,1.0459576995510889,index,0.006798852462869818,0.0,,
2026-03-04T11:00:00+00:00,1.0435747960603736,index,-0.002278202542739504,0.002278202542739504,,
2026-03-04T12:00:00+00:00,1.0402811086935513,index,-0.0031561584078653045,0.005427170582494721,,
2026-03-04T13:00:00+00:00,1.0434472197561686,index,0.003043514907805516,0.002400173349264231,,
2026-03-04T14:00:00+00:00,1.0453532374749699,index,0.001826654652687368,0.000577902984392553,,
2026-03-04T15:00:00+00:00,1.0473481425970272,index,0.0019083550426226236,0.0,,
2026-03-04T16:00:00+00:00,1.071973697386087,index,0.023512291460218396,0.0,,
2026-03-04T17:00:00+00:00,1.0705588484384747,index,-0.0013198541634577177,0.0013198541634577177,,
2026-03-04T18:00:00+00:00,1.0695062052588877,index,-0.0009832651246797673,0.0023018215215688934,,
2026-03-04T19:00:00+00:00,1.076087062507426,index,0.006153173507717284,0.0,,
2026-03-04T20:00:00+00:00,1.0749523267494812,index,-0.0010545018126142947,0.0010545018126142947,,
2026-03-04T21:00:00+00:00,1.066743346253475,index,-0.007636599588401308,0.008683048592907423,,
2026-03-04T22:00:00+00:00,1.0707653279134326,index,0.003770336767586307,0.004945449842685694,,
2026-03-04T23:00:00+00:00,1.062391468911231,index,-0.007820442802830924,0.012727217037887624,,
2026-03-05T00:00:00+00:00,1.0618494082882557,index,-0.0005102268220684965,0.013230950092453104,,
2026-03-05T01:00:00+00:00,1.0631420890576022,index,0.0012173861559430857,0.012029671111982545,,
2026-03-05T02:00:00+00:00,1.060073740271577,index,-0.0028861135473859144,0.01488106566260157,,
2026-03-05T03:00:00+00:00,1.0596225084303996,index,-0.0004256608045604071,0.015300392180779316,,
2026-03-05T04:00:00+00:00,1.0595075510867196,index,-0.00010848895976212146,0.015407221216909793,,
2026-03-05T05:00:00+00:00,1.0639146190475215,index,0.004159543701488328,0.011311764525391699,,
2026-03-05T06:00:00+00:00,1.0583185953994874,index,-0.00525984279926904,0.016512109221474832,,
2026-03-05T07:00:00+00:00,1.0583185953994874,index,0.0,0.016512109221474832,,
2026-03-05T08:00:00+00:00,1.0583185953994874,index,0.0,0.016512109221474832,,
2026-03-05T09:00:00+00:00,1.0583185953994874,index,0.0,0.016512109221474832,,
2026-03-05T10:00:00+00:00,1.0583185953994874,index,0.0,0.016512109221474832,,
2026-03-05T11:00:00+00:00,1.0692416019427058,index,0.010321094791965944,0.006361437473999023,,
2026-03-05T12:00:00+00:00,1.0627601595787088,index,-0.006061719215021905,0.012384595441249629,,
2026-03-05T13:00:00+00:00,1.0624167093027361,index,-0.0003231681888685649,0.012703761322839575,,
2026-03-05T14:00:00+00:00,1.0566225784802448,index,-0.005453727122095026,0.01808820559725561,,
2026-03-05T15:00:00+00:00,1.0585612162366425,index,0.0018347495083684722,0.01628664341521397,,
2026-03-05T16:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-05T17:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-05T18:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-05T19:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-05T20:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-05T21:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-05T22:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-05T23:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T00:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T01:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T02:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T03:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T04:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T05:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T06:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T07:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T08:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T09:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T10:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T11:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T12:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T13:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T14:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T15:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T16:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
2026-03-06T17:00:00+00:00,1.0585612162366425,index,0.0,0.01628664341521397,,
