ts,open,high,low,close,volume,ema20,atr14,vol_sma20
2025-05-21 17:00:00,21653.0,21660.0,21615.0,21622.0,4990,21645.314325252726,67.14967326970479,6732.3
2025-05-21 18:00:00,21623.0,21635.0,21606.0,21631.0,4032,21643.95105618104,64.42469660758303,6837.65
2025-05-21 19:00:00,21631.0,21644.0,21628.0,21642.0,2869,21643.765241306653,60.96578970704139,6858.05
2025-05-21 20:00:00,21641.0,21642.0,21598.0,21619.0,5214,21641.406646896496,59.75394758510986,6636.6
2025-05-21 21:00:00,21619.0,21638.0,21587.0,21626.0,9795,21639.93934719207,59.128665614744875,6639.8
2025-05-21 22:00:00,21628.0,21660.0,21596.0,21651.0,12720,21640.99274269759,59.476618070834526,7027.85
2025-05-21 23:00:00,21652.0,21719.0,21651.0,21703.0,13806,21646.89819577401,60.08543106577491,7578.2
2025-05-22 00:00:00,21703.0,21727.0,21678.0,21681.0,5472,21650.145986652675,59.29361456107671,7760.9
2025-05-22 01:00:00,21681.0,21683.0,21391.0,21500.0,27204,21635.846368876228,75.91549923528552,8921.85
2025-05-22 02:00:00,21498.0,21523.0,21464.0,21479.0,6884,21620.908619459442,74.70724928990798,9116.5
2025-05-22 03:00:00,21480.0,21502.0,21406.0,21469.0,7077,21606.44113189188,76.22816005491455,9395.45
2025-05-22 04:00:00,21470.0,21474.0,21449.0,21457.0,1848,21592.20864314027,72.56900576527781,9484.5
2025-05-22 05:00:00,21458.0,21474.0,21458.0,21468.0,159,21580.379248555484,68.59979106775796,9275.65
2025-05-22 08:00:00,21448.0,21550.0,21448.0,21543.0,9741,21576.81932012163,70.98552027720383,8614.25
2025-05-22 09:00:00,21546.0,21547.0,21418.0,21428.0,34078,21562.646051538617,75.12941168597499,9508.7
2025-05-22 10:00:00,21429.0,21484.0,21398.0,21420.0,21539,21549.060713296843,75.90588227983392,10050.15
2025-05-22 11:00:00,21420.0,21500.0,21412.0,21476.0,10757,21542.102550125714,76.76974783127436,10217.45
2025-05-22 12:00:00,21476.0,21515.0,21449.0,21483.0,10056,21536.473735828025,76.00048012904047,10064.7
2025-05-22 13:00:00,21482.0,21515.0,21463.0,21498.0,8082,21532.80957051107,74.2861601198233,10055.55
2025-05-22 15:00:00,21506.0,21528.0,21452.0,21460.0,7172,21525.875325700494,74.40857725412164,10174.75
2025-05-22 16:00:00,21459.0,21471.0,21433.0,21442.0,4735,21517.887199443303,71.80796459311294,10162.0
2025-05-22 17:00:00,21442.0,21462.0,21424.0,21458.0,4291,21512.183656639176,69.39310997931916,10174.95
2025-05-22 18:00:00,21459.0,21463.0,21429.0,21430.0,2882,21504.35664172116,66.86503069508208,10175.6
2025-05-22 19:00:00,21429.0,21458.0,21378.0,21388.0,6559,21493.275056795334,67.8032427882905,10242.85
2025-05-22 20:00:00,21387.0,21405.0,21332.0,21403.0,13478,21484.677432338634,68.17443973198404,10427.0
2025-05-22 21:00:00,21404.0,21498.0,21387.0,21487.0,21673,21484.898629258765,71.23340832255661,10874.65
2025-05-22 22:00:00,21485.0,21508.0,21445.0,21474.0,16535,21483.860664567455,70.64530772808828,11011.1
2025-05-22 23:00:00,21474.0,21517.0,21462.0,21509.0,11924,21486.2548869896,69.52778574751055,11333.7
2025-05-23 00:00:00,21508.0,21566.0,21480.0,21482.0,12597,21485.84965965726,70.70437247983122,10603.35
2025-05-23 01:00:00,21482.0,21560.0,21469.0,21546.0,5631,21491.578263499425,72.15406015984328,10540.7
2025-05-23 02:00:00,21547.0,21564.0,21529.0,21560.0,2607,21498.09461935662,69.50019871985448,10317.2
2025-05-23 03:00:00,21558.0,21588.0,21502.0,21513.0,4702,21499.514179417893,70.67875595415059,10459.9
2025-05-23 04:00:00,21513.0,21527.0,21504.0,21526.0,1811,21502.03663852095,67.27313052885411,10542.5
