ts,open,high,low,close,volume
2024-03-19,19873.0,19911.0,19740.0,19813.0,205041
2024-03-20,19814.0,19956.0,19734.0,19872.0,186041
2024-03-21,19872.0,20358.0,19868.0,20222.0,299911
2024-03-22,20222.0,20284.0,20122.0,20237.0,239036
2024-03-23,20238.0,20252.0,20207.0,20227.0,12567
2024-03-25,20250.0,20305.0,20162.0,20239.0,177745
2024-03-26,20239.0,20459.0,20037.0,20171.0,356664
2024-03-27,20171.0,20288.0,20128.0,20205.0,218157
2024-03-28,20205.0,20269.0,20083.0,20242.0,246599
2024-03-29,20243.0,20384.0,20190.0,20337.0,189121
2024-03-30,20337.0,20350.0,20299.0,20344.0,15590
2024-04-01,20394.0,20400.0,20260.0,20340.0,216545
2024-04-02,20339.0,20553.0,20330.0,20439.0,235502
2024-04-03,20439.0,20485.0,20276.0,20457.0,257256
2024-04-04,20457.0,20484.0,20433.0,20456.0,20019
2024-04-08,20405.0,20560.0,20375.0,20514.0,194907
2024-04-09,20514.0,20893.0,20491.0,20798.0,273044
2024-04-10,20798.0,20892.0,20682.0,20722.0,230195
2024-04-11,20724.0,20763.0,20630.0,20671.0,254707
2024-04-12,20672.0,20808.0,20537.0,20589.0,256711
2024-04-13,20590.0,20590.0,20489.0,20489.0,34588
2024-04-15,20528.0,20604.0,20460.0,20512.0,217404
2024-04-16,20512.0,20522.0,19797.0,19918.0,367047
2024-04-17,19917.0,20284.0,19865.0,20041.0,242269
2024-04-18,20041.0,20450.0,19915.0,20062.0,484706
2024-04-19,20061.0,20079.0,19269.0,19653.0,578954
2024-04-20,19652.0,19692.0,19560.0,19587.0,39863
2024-04-22,19627.0,19716.0,19447.0,19579.0,331669
2024-04-23,19579.0,19855.0,19554.0,19828.0,309992
2024-04-24,19828.0,20202.0,19823.0,19947.0,338029
2024-04-25,19946.0,20038.0,19708.0,19898.0,422153
2024-04-26,19899.0,20270.0,19890.0,20231.0,377606
2024-04-27,20231.0,20266.0,20216.0,20255.0,20547
2024-04-29,20345.0,20559.0,20309.0,20469.0,250523
2024-04-30,20469.0,20576.0,20340.0,20403.0,264590
2024-05-01,20402.0,20407.0,20265.0,20270.0,37610
2024-05-02,20259.0,20390.0,20192.0,20342.0,276151
2024-05-03,20340.0,20618.0,20305.0,20605.0,374638
2024-05-04,20605.0,20694.0,20596.0,20685.0,28992
2024-05-06,20686.0,20735.0,20562.0,20726.0,222129
2024-05-07,20725.0,20759.0,20537.0,20652.0,236097
2024-05-08,20652.0,20757.0,20574.0,20702.0,234242
2024-05-09,20701.0,20763.0,20560.0,20639.0,239915
2024-05-10,20639.0,20984.0,20617.0,20941.0,270698
2024-05-11,20941.0,20959.0,20909.0,20947.0,15963
2024-05-13,20938.0,20965.0,20834.0,20905.0,170883
2024-05-14,20904.0,21072.0,20853.0,21061.0,175342
2024-05-15,21060.0,21462.0,21054.0,21440.0,250654
2024-05-16,21439.0,21557.0,21304.0,21403.0,294799
2024-05-17,21402.0,21460.0,21273.0,21402.0,232793
2024-05-18,21402.0,21407.0,21336.0,21387.0,20492
2024-05-20,21437.0,21485.0,21154.0,21348.0,267498
2024-05-21,21348.0,21387.0,21165.0,21289.0,211902
2024-05-22,21288.0,21614.0,21270.0,21543.0,235517
2024-05-23,21543.0,21692.0,21433.0,21571.0,291698
2024-05-24,21572.0,21698.0,21391.0,21657.0,267722
2024-05-25,21657.0,21692.0,21636.0,21657.0,21861
2024-05-27,21673.0,21929.0,21655.0,21918.0,183067
2024-05-28,21918.0,21995.0,21846.0,21933.0,192513
2024-05-29,21933.0,21940.0,21547.0,21571.0,282989
2024-05-30,21572.0,21614.0,21367.0,21558.0,303391
2024-05-31,21557.0,21642.0,21178.0,21183.0,384631
2024-06-01,21182.0,21377.0,21130.0,21353.0,50213
2024-06-03,21470.0,21698.0,21425.0,21501.0,296786
2024-06-04,21501.0,21578.0,21136.0,21200.0,407349
2024-06-05,21200.0,21787.0,21172.0,21762.0,382935
2024-06-06,21762.0,21961.0,21722.0,21825.0,328763
2024-06-07,21825.0,21928.0,21733.0,21850.0,268951
2024-06-08,21848.0,21871.0,21754.0,21798.0,28194
2024-06-11,21920.0,21970.0,21647.0,21671.0,253752
2024-06-12,21671.0,22310.0,21666.0,22292.0,306186
2024-06-13,22291.0,22473.0,22193.0,22258.0,354403
2024-06-14,22259.0,22513.0,22182.0,22418.0,280296
2024-06-15,22419.0,22476.0,22407.0,22460.0,19354
2024-06-17,22415.0,22622.0,22415.0,22590.0,192102
2024-06-18,22590.0,23008.0,22587.0,22985.0,259983
2024-06-19,22985.0,23291.0,22934.0,23119.0,240703
2024-06-20,23120.0,23400.0,23105.0,23134.0,299397
2024-06-21,23134.0,23291.0,22680.0,23117.0,421246
2024-06-22,23117.0,23134.0,22966.0,23031.0,34278
2024-06-24,23050.0,23073.0,22681.0,22762.0,333992
2024-06-25,22762.0,22776.0,22409.0,22717.0,366574
2024-06-26,22717.0,23004.0,22612.0,22731.0,375615
2024-06-27,22731.0,22968.0,22555.0,22834.0,339356
2024-06-28,22833.0,23115.0,22792.0,23036.0,329231
2024-06-29,23034.0,23063.0,22850.0,22944.0,47668
2024-07-01,22962.0,23168.0,22800.0,22879.0,289014
2024-07-02,22878.0,22992.0,22717.0,22956.0,340133
2024-07-03,22956.0,23478.0,22925.0,23477.0,299850
2024-07-04,23476.0,23697.0,23438.0,23620.0,254352
2024-07-05,23620.0,23677.0,23462.0,23554.0,229122
2024-07-06,23555.0,23586.0,23532.0,23562.0,19223
2024-07-08,23545.0,24053.0,23513.0,23897.0,294199
2024-07-09,23896.0,24092.0,23624.0,23754.0,359890
2024-07-10,23755.0,24195.0,23701.0,24179.0,314535
2024-07-11,24178.0,24449.0,24018.0,24033.0,374761
2024-07-12,24034.0,24155.0,23782.0,24096.0,378672
2024-07-13,24096.0,24185.0,24018.0,24052.0,47293
2024-07-15,24080.0,24111.0,23755.0,23929.0,319569
2024-07-16,23928.0,24183.0,23703.0,23992.0,355967
