entry_time,exit_time,entry,exit,stop,t1,t2,reason,ret
2026-01-12T11:00:00,2026-01-12T18:00:00,30715.0,30687.0,30614.89358352081,30865.159624718784,30935.234116254218,time_or_ema,-0.0009116067068207716
2026-01-13T21:00:00,2026-01-13T23:00:00,30984.0,30876.04999285578,30876.04999285578,31145.92501071633,31221.490015717285,stop,-0.0034840565176936437
2026-01-14T00:00:00,2026-01-14T04:00:00,31104.0,30931.242213667694,30931.242213667694,31363.136679498457,31484.067129931074,stop,-0.005554198377453248
2026-01-15T13:00:00,2026-01-15T20:00:00,31054.0,31439.0,30860.417531090934,31344.3737033636,31479.881431599944,time_or_ema,0.010874182124099938
2026-01-19T10:00:00,2026-01-19T17:00:00,31517.0,31574.0,31359.423964264544,31753.36405360318,31863.667278618002,time_or_ema,0.004654060564190463
2026-01-20T10:00:00,2026-01-20T15:00:00,31683.0,31499.49470224009,31499.49470224009,31958.257946639867,32086.711655071806,stop,-0.00579191673010484
2026-01-21T21:00:00,2026-01-21T23:00:00,31524.0,31700.90814277702,31443.587207828627,31644.61918825706,31700.90814277702,target,0.004719060573437408
2026-01-26T22:00:00,2026-01-27T04:00:00,32280.0,32281.0,32141.478419373194,32487.782370940207,32584.747477378973,time_or_ema,3.0978934324659233e-05
2026-02-02T22:00:00,2026-02-03T04:00:00,32051.0,32251.0,31866.0364035178,32328.4453947233,32457.91991226084,time_or_ema,0.00624005491248323
2026-02-03T12:00:00,2026-02-03T19:00:00,32226.0,32357.0,32094.280659679192,32423.57901048121,32515.782548705778,time_or_ema,0.0050980421163224
2026-02-06T01:00:00,2026-02-06T02:00:00,31979.0,31804.83003668002,31804.83003668002,32240.25494497997,32362.173919303954,stop,-0.005446385544262757
2026-02-09T22:00:00,2026-02-10T04:00:00,32802.0,32914.0,32463.779088835665,33309.331366746505,33546.08600456154,time_or_ema,0.0034144259496372174
2026-02-10T22:00:00,2026-02-11T04:00:00,33366.0,33269.0,33157.62355069909,33678.56467395136,33824.428188462,time_or_ema,-0.0029071509920278126
2026-02-11T09:00:00,2026-02-11T16:00:00,33507.0,33676.0,33260.71506564879,33876.42740152682,34048.82685557267,time_or_ema,0.005043722207299967
2026-02-23T15:00:00,2026-02-23T21:00:00,34120.0,34105.0,33919.425323234536,34420.862015148195,34561.26428888402,time_or_ema,-0.0004396248534583822
2026-02-25T09:00:00,2026-02-25T16:00:00,35341.0,35494.0,35032.50214097483,35803.746788537755,36019.69528985537,time_or_ema,0.004329249313828131
2026-02-26T10:00:00,2026-02-26T17:00:00,35744.0,35833.0,35477.30497367887,36144.0425394817,36330.729057906494,time_or_ema,0.0024899283795881827
